News Sentiment Score,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio
0.0,7177.61,1375.02,641.63,818.48,7361.65,1607.18,1019.09,1017.89,8466.39,2199.37,1197.94,1612.34,12549.17,3218.71,1888.92,2585.55,34.84
0.8995,33735.48,10256.38,2356.19,3693.25,31438.35,9085.22,1017.38,1957.93,34970.45,8695.86,1127.38,1940.53,46099.00,9516.39,1741.46,2535.17,20.76
0.0,1640.39,459.53,289.96,433.39,1668.27,402.66,256.10,352.44,1865.93,563.31,368.14,511.88,2515.33,811.29,549.66,745.48,62.71
0.9979,159494.40,30842.53,10218.33,15840.60,151184.66,14907.95,1556.54,-1380.44,157873.88,30684.04,7490.22,13843.69,246198.63,64789.94,40153.93,50226.87,15.21
0.9813666666666666,11329.33,2583.49,1155.91,1661.29,17080.44,8424.84,7006.33,7416.46,10829.45,1760.68,256.37,633.99,13374.00,2791.00,1258.00,1682.00,10.93
0.0,16587.45,2807.35,-82.37,343.20,17137.67,2968.12,-85.96,139.66,17348.49,4342.62,1250.63,1608.55,17098.76,4564.77,1481.76,1999.98,22.77
0.0,1900.70,611.90,331.60,415.40,2164.80,770.80,412.10,516.90,2283.90,771.40,404.90,469.20,2657.00,818.20,395.80,484.40,63.21
0.0,7408.63,909.75,408.19,734.71,9759.39,1128.95,459.76,809.38,11807.71,1634.49,856.69,1311.06,12565.43,1806.78,935.78,1455.99,59.82
0.9927999999999999,305280.69,-2021.92,-28826.23,-31371.15,264179.78,18088.78,-12070.85,-10579.98,253147.52,21169.60,-13451.39,-10474.28,281617.50,27144.14,-11441.47,-7003.41,95.95
0.9899333333333334,150774.00,43817.00,31472.00,41563.00,161541.00,46701.00,32340.00,42248.00,167311.00,48462.00,32430.00,43760.00,195772.00,57075.00,38327.00,51687.00,28.06
0.99335,35276.30,6805.60,4297.60,5543.20,38060.10,6695.50,4033.00,5057.80,38643.40,7584.60,4428.00,5952.90,45761.10,9135.10,5566.10,7452.10,21.91
0.45825,19961.46,2172.27,1404.15,1956.89,21205.00,2616.00,1501.00,2102.00,21830.00,1905.00,973.00,1327.00,29033.00,3521.00,2173.00,2904.00,78.71
0.0,1881.83,1063.72,-667.60,-667.60,1296.73,-1974.06,-3714.11,-3714.11,1067.76,-266.82,-1996.69,-1996.69,1110.72,484.55,-1215.00,-1215.00,-10.78
0.0,13358.79,3389.07,898.94,1263.61,13842.49,2733.66,1174.15,474.84,12332.20,3607.05,1290.93,1551.77,14513.44,2526.04,453.98,563.97,13.90
0.0,5292.26,1026.53,371.77,550.16,4747.91,865.61,339.70,421.04,4547.29,807.40,304.39,398.44,7020.84,1535.49,833.75,1116.46,38.00
0.0,7729.85,1683.10,436.28,561.66,8060.61,2291.66,1024.72,1186.57,8061.48,2536.99,1251.88,1526.26,8704.60,2143.13,777.18,1225.91,48.61
0.0,20187.13,2187.96,704.67,1082.85,18901.14,2275.96,624.62,865.42,19468.04,2267.94,594.26,821.63,24390.67,2749.87,756.82,1066.79,47.63
0.0,6507.44,1170.37,562.94,879.31,6518.54,885.14,427.73,568.92,4348.34,424.09,113.22,169.41,5868.23,726.41,365.46,494.44,125.37
0.0,2671.06,270.78,96.96,168.47,3635.40,675.60,122.85,164.99,2794.56,313.27,-146.17,-204.82,4678.37,746.88,105.83,111.22,128.12
0.0,5829.96,595.22,240.42,377.64,4812.71,622.13,306.34,403.21,6151.50,667.08,275.25,364.58,12654.09,1576.24,768.83,1151.81,58.63
0.0,22091.00,3616.00,1491.00,1773.00,35863.00,6257.00,1776.00,2764.00,38994.00,8414.00,2871.00,4181.00,46655.00,9620.00,3626.00,4966.00,14.59
0.8765333333333333,96386.00,27441.00,7065.00,13560.00,86957.00,5811.00,-6664.00,-8259.00,91442.00,30061.00,11602.00,17213.00,135332.00,46656.00,18802.00,32964.00,9.74
0.0,8558.92,1509.21,468.97,696.27,7591.61,1184.94,328.99,362.50,8891.16,1744.84,694.06,1006.61,13211.99,2844.92,1497.43,2023.64,65.52
0.0,42072.79,7697.04,2403.51,3468.45,43080.95,9897.03,5755.26,5182.72,45605.06,12186.43,5463.10,8000.55,53268.26,12183.78,7344.31,8524.32,46.16
0.0,39355.38,-3559.33,-2922.34,-3933.15,43268.49,-3734.02,-3120.89,-4151.22,83618.18,3235.33,2863.40,2327.18,81754.07,9311.14,5265.31,8566.33,5.85
0.0,6623.57,749.56,409.74,629.16,7409.09,815.96,490.19,666.79,6008.05,627.14,351.83,469.70,6594.63,813.72,566.37,650.39,82.98
0.9956666666666667,61632.70,14226.40,9003.70,11542.20,63865.50,15070.20,9722.30,12251.90,64338.60,17175.10,10796.40,13902.90,81378.90,18751.10,12229.60,15140.80,19.31
0.0,7311.64,734.37,507.91,677.41,7888.68,797.37,517.18,744.31,7744.64,769.25,525.14,709.21,8123.64,760.43,504.09,697.30,196.87
0.0,8193.60,2799.60,1567.10,2434.50,8526.50,1371.80,526.50,956.30,7840.30,1577.60,800.10,1255.60,8310.70,1706.50,964.60,1415.50,397.64
0.0,34299.28,2654.46,1709.27,2349.01,38008.12,-20496.25,-16432.56,-20838.18,23146.36,-4401.75,-3488.93,-4761.78,22423.52,1837.02,1064.05,1433.69,62.53
0.0,2129.76,771.86,451.89,686.34,2772.41,1094.63,772.85,992.86,3597.66,1437.01,996.97,1334.82,4624.65,1734.09,1211.66,1618.55,19.86
0.0,11133.59,2901.99,2254.73,2901.57,13421.09,3192.54,3192.08,3192.08,15770.86,4420.55,4416.12,4416.12,20301.60,6104.18,6089.83,6090.15,6.66
0.0,775.78,276.54,172.96,227.82,1275.82,480.11,360.34,387.01,1568.64,429.45,215.16,299.99,2163.94,592.41,361.55,432.18,78.21
0.0,2630.64,-958.43,-964.95,-1010.24,2768.44,-2288.73,-2367.17,-2385.61,2118.40,-667.30,-812.80,-815.10,5010.30,-1058.20,-1208.70,-1220.50,-62.49
0.0,1336.83,246.95,-79.24,-92.86,1569.62,264.68,-121.68,-119.58,1274.12,316.66,-55.21,-64.05,2103.38,473.20,156.33,123.14,81.37
0.9938,1116.38,25.85,-24.52,-31.72,1777.85,93.31,-16.62,-12.44,2452.66,170.01,61.55,66.13,3800.91,191.03,41.09,47.32,1653.98
0.0,528.81,-299.43,-346.81,-337.43,855.57,-235.49,-304.03,-294.84,957.41,-88.88,-150.25,-141.92,1550.28,-776.79,-832.91,-833.39,-57.18
0.8292,3628.60,-4088.00,-4181.60,-4237.40,3538.60,-2730.10,-2842.20,-2958.20,3187.60,-1482.00,-1696.10,-1698.30,5262.40,-2095.90,-2392.90,-2385.10,-25.33
0.0,28919.68,1253.45,375.51,567.25,29766.99,1419.47,460.87,609.01,37194.69,1429.59,728.51,755.21,54385.89,1908.61,803.73,1058.76,100.87
0.0,0,0,0,0,0,0,0,0,3961.30,576.70,396.20,532.00,5665.00,694.90,410.70,560.90,52.65
0.0,574122.96,8535.54,2627.37,8199.13,648912.75,13923.43,2710.47,13544.07,703733.34,12567.50,2974.14,12150.87,724744.32,12574.07,4124.71,12137.88,10.23
0.0,1694.88,-1577.48,-1783.30,-1783.30,2988.63,36.01,-268.92,-268.80,3838.29,27.50,-415.75,-415.75,7038.43,-319.04,-1010.99,-1029.32,-25.67
